sample,time_us,channel1_v
2223,711.360000,-0.071629035
2224,711.680000,-0.071629035
2225,712.000000,-0.067918721
2226,712.320000,-0.071629035
2227,712.640000,-0.067918721
2228,712.960000,-0.067918721
2229,713.280000,-0.064208408
2230,713.600000,-0.071629035
2231,713.920000,-0.067918721
2232,714.240000,-0.067918721
2233,714.560000,-0.064208408
2234,714.880000,-0.064208408
2235,715.200000,-0.064208408
2236,715.520000,-0.067918721
2237,715.840000,-0.067918721
2238,716.160000,-0.067918721
2239,716.480000,-0.064208408
2240,716.800000,-0.067918721
2241,717.120000,-0.071629035
2242,717.440000,-0.064208408
2243,717.760000,-0.067918721
2244,718.080000,-0.064208408
2245,718.400000,-0.067918721
2246,718.720000,-0.064208408
2247,719.040000,-0.064208408
2248,719.360000,-0.067918721
2249,719.680000,-0.067918721
2250,720.000000,-0.067918721
2251,720.320000,-0.064208408
2252,720.640000,-0.064208408
2253,720.960000,-0.064208408
2254,721.280000,-0.064208408
2255,721.600000,-0.064208408
2256,721.920000,-0.056787782
2257,722.240000,-0.053077469
2258,722.560000,-0.053077469
2259,722.880000,-0.056787782
2260,723.200000,-0.060498095
2261,723.520000,-0.060498095
2262,723.840000,-0.060498095
2263,724.160000,-0.056787782
2264,724.480000,-0.056787782
2265,724.800000,-0.056787782
2266,725.120000,-0.053077469
2267,725.440000,-0.060498095
2268,725.760000,-0.064208408
2269,726.080000,-0.067918721
2270,726.400000,-0.060498095
2271,726.720000,-0.060498095
2272,727.040000,-0.056787782
2273,727.360000,-0.053077469
2274,727.680000,-0.056787782
2275,728.000000,-0.053077469
2276,728.320000,-0.053077469
2277,728.640000,-0.053077469
2278,728.960000,-0.053077469
2279,729.280000,-0.060498095
2280,729.600000,-0.053077469
2281,729.920000,-0.060498095
2282,730.240000,-0.060498095
2283,730.560000,-0.060498095
2284,730.880000,-0.060498095
2285,731.200000,-0.060498095
2286,731.520000,-0.053077469
2287,731.840000,-0.056787782
2288,732.160000,-0.056787782
2289,732.480000,-0.056787782
2290,732.800000,-0.049367155
2291,733.120000,-0.056787782
2292,733.440000,-0.060498095
2293,733.760000,-0.056787782
2294,734.080000,-0.056787782
2295,734.400000,-0.060498095
2296,734.720000,-0.064208408
2297,735.040000,-0.060498095
2298,735.360000,-0.060498095
2299,735.680000,-0.060498095
2300,736.000000,-0.060498095
2301,736.320000,-0.064208408
2302,736.640000,-0.060498095
2303,736.960000,-0.064208408
2304,737.280000,-0.053077469
2305,737.600000,-0.056787782
2306,737.920000,-0.056787782
2307,738.240000,-0.060498095
2308,738.560000,-0.064208408
2309,738.880000,-0.060498095
2310,739.200000,-0.056787782
2311,739.520000,-0.056787782
2312,739.840000,-0.053077469
2313,740.160000,-0.056787782
2314,740.480000,-0.056787782
2315,740.800000,-0.060498095
2316,741.120000,-0.060498095
2317,741.440000,-0.056787782
2318,741.760000,-0.056787782
2319,742.080000,-0.053077469
2320,742.400000,-0.053077469
2321,742.720000,-0.053077469
2322,743.040000,-0.056787782
2323,743.360000,-0.056787782
2324,743.680000,-0.053077469
2325,744.000000,-0.049367155
2326,744.320000,-0.053077469
2327,744.640000,-0.053077469
2328,744.960000,-0.053077469
2329,745.280000,-0.053077469
2330,745.600000,-0.053077469
2331,745.920000,-0.053077469
2332,746.240000,-0.053077469
2333,746.560000,-0.053077469
2334,746.880000,-0.060498095
2335,747.200000,-0.056787782
2336,747.520000,-0.053077469
2337,747.840000,-0.053077469
2338,748.160000,-0.053077469
2339,748.480000,-0.053077469
2340,748.800000,-0.053077469
2341,749.120000,-0.056787782
2342,749.440000,-0.049367155
2343,749.760000,-0.049367155
2344,750.080000,-0.049367155
2345,750.400000,-0.045656842
2346,750.720000,-0.045656842
2347,751.040000,-0.049367155
2348,751.360000,-0.053077469
2349,751.680000,-0.049367155
2350,752.000000,-0.049367155
2351,752.320000,-0.049367155
2352,752.640000,-0.053077469
2353,752.960000,-0.053077469
2354,753.280000,-0.053077469
2355,753.600000,-0.056787782
2356,753.920000,-0.049367155
2357,754.240000,-0.049367155
2358,754.560000,-0.053077469
2359,754.880000,-0.049367155
2360,755.200000,-0.053077469
2361,755.520000,-0.049367155
2362,755.840000,1.004361799
2363,756.160000,3.315886934
2364,756.480000,3.334438500
2365,756.800000,3.345569440
2366,757.120000,3.345569440
2367,757.440000,3.341859127
2368,757.760000,3.345569440
2369,758.080000,3.345569440
2370,758.400000,3.345569440
2371,758.720000,3.345569440
2372,759.040000,3.345569440
2373,759.360000,3.341859127
2374,759.680000,3.341859127
2375,760.000000,3.341859127
2376,760.320000,3.341859127
2377,760.640000,3.338148813
2378,760.960000,3.334438500
2379,761.280000,3.334438500
2380,761.600000,3.338148813
2381,761.920000,3.334438500
2382,762.240000,3.338148813
2383,762.560000,3.334438500
2384,762.880000,3.338148813
2385,763.200000,3.338148813
2386,763.520000,3.338148813
2387,763.840000,3.341859127
2388,764.160000,3.338148813
2389,764.480000,3.341859127
2390,764.800000,3.341859127
2391,765.120000,3.345569440
2392,765.440000,3.349279753
2393,765.760000,3.345569440
2394,766.080000,3.345569440
2395,766.400000,3.345569440
2396,766.720000,3.349279753
2397,767.040000,3.352990066
2398,767.360000,3.349279753
2399,767.680000,3.345569440
2400,768.000000,3.349279753
2401,768.320000,3.345569440
2402,768.640000,3.349279753
2403,768.960000,3.349279753
2404,769.280000,3.356700379
2405,769.600000,3.352990066
2406,769.920000,3.349279753
2407,770.240000,3.349279753
2408,770.560000,3.345569440
2409,770.880000,3.345569440
2410,771.200000,3.349279753
2411,771.520000,3.345569440
2412,771.840000,3.352990066
2413,772.160000,3.356700379
2414,772.480000,3.356700379
2415,772.800000,3.352990066
2416,773.120000,3.356700379
2417,773.440000,3.352990066
2418,773.760000,3.352990066
2419,774.080000,3.349279753
2420,774.400000,3.345569440
2421,774.720000,3.349279753
2422,775.040000,3.349279753
2423,775.360000,3.345569440
2424,775.680000,3.352990066
2425,776.000000,3.352990066
2426,776.320000,3.352990066
2427,776.640000,3.352990066
2428,776.960000,3.349279753
2429,777.280000,3.349279753
2430,777.600000,3.349279753
2431,777.920000,3.349279753
2432,778.240000,3.352990066
2433,778.560000,3.352990066
2434,778.880000,3.352990066
2435,779.200000,3.352990066
2436,779.520000,3.352990066
2437,779.840000,3.356700379
2438,780.160000,3.349279753
2439,780.480000,3.352990066
2440,780.800000,3.356700379
2441,781.120000,3.349279753
2442,781.440000,3.352990066
2443,781.760000,3.349279753
2444,782.080000,3.349279753
2445,782.400000,3.345569440
2446,782.720000,3.349279753
2447,783.040000,3.341859127
2448,783.360000,3.341859127
2449,783.680000,3.338148813
2450,784.000000,3.338148813
2451,784.320000,3.345569440
2452,784.640000,3.341859127
2453,784.960000,3.341859127
2454,785.280000,3.345569440
2455,785.600000,3.341859127
2456,785.920000,3.341859127
2457,786.240000,3.345569440
2458,786.560000,3.341859127
2459,786.880000,3.341859127
2460,787.200000,3.341859127
2461,787.520000,3.345569440
2462,787.840000,3.345569440
2463,788.160000,3.345569440
2464,788.480000,3.345569440
2465,788.800000,3.349279753
2466,789.120000,3.345569440
2467,789.440000,3.345569440
2468,789.760000,3.341859127
2469,790.080000,3.334438500
2470,790.400000,3.338148813
2471,790.720000,3.338148813
2472,791.040000,3.345569440
2473,791.360000,3.345569440
2474,791.680000,3.341859127
2475,792.000000,3.338148813
2476,792.320000,3.338148813
2477,792.640000,3.338148813
2478,792.960000,3.338148813
2479,793.280000,3.334438500
2480,793.600000,3.338148813
2481,793.920000,3.338148813
2482,794.240000,3.341859127
2483,794.560000,3.341859127
2484,794.880000,3.338148813
2485,795.200000,3.334438500
2486,795.520000,3.338148813
2487,795.840000,3.334438500
2488,796.160000,3.330728187
2489,796.480000,3.334438500
2490,796.800000,3.338148813
2491,797.120000,3.334438500
2492,797.440000,3.338148813
2493,797.760000,3.334438500
2494,798.080000,3.330728187
2495,798.400000,3.330728187
2496,798.720000,3.330728187
2497,799.040000,3.330728187
2498,799.360000,3.327017874
2499,799.680000,3.330728187
2500,800.000000,3.330728187
2501,800.320000,3.334438500
2502,800.640000,3.334438500
2503,800.960000,3.334438500
2504,801.280000,3.338148813
2505,801.600000,3.330728187
2506,801.920000,3.334438500
2507,802.240000,3.330728187
2508,802.560000,3.334438500
2509,802.880000,3.334438500
2510,803.200000,3.330728187
2511,803.520000,3.330728187
2512,803.840000,3.330728187
2513,804.160000,3.334438500
2514,804.480000,3.327017874
2515,804.800000,3.327017874
2516,805.120000,3.334438500
2517,805.440000,3.330728187
2518,805.760000,3.334438500
2519,806.080000,3.338148813
2520,806.400000,3.330728187
2521,806.720000,3.327017874
2522,807.040000,3.323307560
2523,807.360000,3.323307560
2524,807.680000,3.323307560
2525,808.000000,3.323307560
2526,808.320000,3.327017874
2527,808.640000,3.330728187
2528,808.960000,3.330728187
2529,809.280000,3.327017874
2530,809.600000,3.327017874
2531,809.920000,3.330728187
2532,810.240000,3.330728187
2533,810.560000,3.327017874
2534,810.880000,3.327017874
2535,811.200000,3.327017874
2536,811.520000,3.323307560
2537,811.840000,3.323307560
2538,812.160000,3.323307560
2539,812.480000,3.327017874
2540,812.800000,3.327017874
2541,813.120000,3.323307560
2542,813.440000,3.327017874
2543,813.760000,3.327017874
2544,814.080000,3.323307560
2545,814.400000,3.327017874
2546,814.720000,3.323307560
2547,815.040000,3.323307560
2548,815.360000,3.323307560
2549,815.680000,3.323307560
2550,816.000000,3.323307560
2551,816.320000,3.327017874
2552,816.640000,3.330728187
2553,816.960000,3.330728187
2554,817.280000,3.327017874
2555,817.600000,3.327017874
2556,817.920000,3.323307560
2557,818.240000,3.319597247
2558,818.560000,3.323307560
2559,818.880000,3.315886934
2560,819.200000,3.323307560
2561,819.520000,3.319597247
2562,819.840000,3.315886934
2563,820.160000,3.323307560
2564,820.480000,3.323307560
2565,820.800000,3.323307560
2566,821.120000,3.312176621
2567,821.440000,3.323307560
2568,821.760000,3.319597247
2569,822.080000,3.323307560
2570,822.400000,3.323307560
2571,822.720000,3.323307560
2572,823.040000,3.323307560
2573,823.360000,3.319597247
2574,823.680000,3.323307560
2575,824.000000,3.319597247
2576,824.320000,3.319597247
2577,824.640000,3.323307560
2578,824.960000,3.323307560
2579,825.280000,3.319597247
2580,825.600000,3.319597247
2581,825.920000,3.319597247
2582,826.240000,3.319597247
2583,826.560000,3.319597247
2584,826.880000,3.319597247
2585,827.200000,3.319597247
2586,827.520000,3.319597247
2587,827.840000,3.315886934
2588,828.160000,3.315886934
2589,828.480000,3.319597247
2590,828.800000,3.315886934
2591,829.120000,3.319597247
2592,829.440000,3.323307560
2593,829.760000,3.315886934
2594,830.080000,3.315886934
2595,830.400000,3.315886934
2596,830.720000,3.312176621
2597,831.040000,3.312176621
2598,831.360000,3.315886934
2599,831.680000,3.319597247
2600,832.000000,3.319597247
2601,832.320000,3.315886934
2602,832.640000,3.315886934
2603,832.960000,3.312176621
2604,833.280000,3.315886934
2605,833.600000,3.315886934
2606,833.920000,3.315886934
2607,834.240000,3.315886934
2608,834.560000,3.312176621
2609,834.880000,3.312176621
2610,835.200000,3.308466308
2611,835.520000,3.315886934
2612,835.840000,3.315886934
2613,836.160000,3.312176621
2614,836.480000,3.308466308
2615,836.800000,3.315886934
2616,837.120000,3.315886934
2617,837.440000,3.315886934
2618,837.760000,3.315886934
2619,838.080000,3.315886934
2620,838.400000,3.312176621
2621,838.720000,3.315886934
2622,839.040000,3.315886934
2623,839.360000,3.312176621
2624,839.680000,3.312176621
2625,840.000000,3.304755994
2626,840.320000,3.308466308
2627,840.640000,3.312176621
2628,840.960000,3.312176621
2629,841.280000,3.315886934
2630,841.600000,3.312176621
2631,841.920000,3.315886934
2632,842.240000,3.315886934
2633,842.560000,3.315886934
2634,842.880000,3.312176621
2635,843.200000,3.312176621
2636,843.520000,3.312176621
2637,843.840000,3.315886934
2638,844.160000,3.315886934
2639,844.480000,3.315886934
2640,844.800000,3.315886934
2641,845.120000,3.315886934
2642,845.440000,3.312176621
2643,845.760000,3.312176621
2644,846.080000,3.308466308
2645,846.400000,3.308466308
2646,846.720000,3.312176621
2647,847.040000,3.315886934
2648,847.360000,3.315886934
2649,847.680000,3.312176621
2650,848.000000,3.308466308
2651,848.320000,3.308466308
2652,848.640000,3.312176621
2653,848.960000,3.312176621
2654,849.280000,3.312176621
2655,849.600000,3.312176621
2656,849.920000,3.308466308
2657,850.240000,3.308466308
2658,850.560000,3.308466308
2659,850.880000,3.312176621
2660,851.200000,3.312176621
2661,851.520000,3.308466308
2662,851.840000,3.312176621
2663,852.160000,3.308466308
2664,852.480000,3.308466308
2665,852.800000,3.301045681
2666,853.120000,3.304755994
2667,853.440000,3.308466308
2668,853.760000,3.304755994
2669,854.080000,3.312176621
2670,854.400000,3.308466308
2671,854.720000,3.312176621
2672,855.040000,3.308466308
2673,855.360000,3.308466308
2674,855.680000,3.304755994
2675,856.000000,3.304755994
2676,856.320000,3.308466308
2677,856.640000,3.308466308
2678,856.960000,3.312176621
2679,857.280000,3.312176621
2680,857.600000,3.312176621
2681,857.920000,3.312176621
2682,858.240000,3.308466308
2683,858.560000,3.308466308
2684,858.880000,3.312176621
2685,859.200000,3.308466308
2686,859.520000,3.304755994
2687,859.840000,3.304755994
2688,860.160000,0.566544839
2689,860.480000,-0.067918721
2690,860.800000,-0.086470288
2691,861.120000,-0.090180601
2692,861.440000,-0.090180601
2693,861.760000,-0.093890914
2694,862.080000,-0.093890914
2695,862.400000,-0.090180601
2696,862.720000,-0.086470288
2697,863.040000,-0.082759974
2698,863.360000,-0.082759974
2699,863.680000,-0.082759974
2700,864.000000,-0.079049661
2701,864.320000,-0.086470288
2702,864.640000,-0.090180601
2703,864.960000,-0.086470288
2704,865.280000,-0.079049661
2705,865.600000,-0.086470288
2706,865.920000,-0.086470288
2707,866.240000,-0.086470288
2708,866.560000,-0.086470288
2709,866.880000,-0.086470288
2710,867.200000,-0.086470288
2711,867.520000,-0.090180601
2712,867.840000,-0.086470288
2713,868.160000,-0.090180601
2714,868.480000,-0.086470288
2715,868.800000,-0.090180601
2716,869.120000,-0.090180601
2717,869.440000,-0.093890914
2718,869.760000,-0.086470288
2719,870.080000,-0.086470288
2720,870.400000,-0.082759974
2721,870.720000,-0.082759974
2722,871.040000,-0.086470288
2723,871.360000,-0.086470288
2724,871.680000,-0.086470288
2725,872.000000,-0.086470288
2726,872.320000,-0.086470288
2727,872.640000,-0.082759974
2728,872.960000,-0.090180601
2729,873.280000,-0.086470288
2730,873.600000,-0.090180601
2731,873.920000,-0.090180601
2732,874.240000,-0.097601227
2733,874.560000,-0.093890914
2734,874.880000,-0.093890914
2735,875.200000,-0.097601227
2736,875.520000,-0.090180601
2737,875.840000,-0.093890914
2738,876.160000,-0.097601227
2739,876.480000,-0.093890914
2740,876.800000,-0.097601227
2741,877.120000,-0.097601227
2742,877.440000,-0.093890914
2743,877.760000,-0.097601227
2744,878.080000,-0.093890914
2745,878.400000,-0.093890914
2746,878.720000,-0.097601227
2747,879.040000,-0.097601227
2748,879.360000,-0.097601227
2749,879.680000,-0.097601227
2750,880.000000,-0.093890914
2751,880.320000,-0.101311540
2752,880.640000,-0.101311540
2753,880.960000,-0.101311540
2754,881.280000,-0.093890914
2755,881.600000,-0.093890914
2756,881.920000,-0.093890914
2757,882.240000,-0.093890914
2758,882.560000,-0.090180601
2759,882.880000,-0.093890914
2760,883.200000,-0.093890914
2761,883.520000,-0.097601227
2762,883.840000,-0.093890914
2763,884.160000,-0.090180601
2764,884.480000,-0.090180601
2765,884.800000,-0.090180601
2766,885.120000,-0.090180601
2767,885.440000,-0.093890914
2768,885.760000,-0.090180601
2769,886.080000,-0.093890914
2770,886.400000,-0.090180601
2771,886.720000,-0.090180601
2772,887.040000,-0.093890914
2773,887.360000,-0.093890914
2774,887.680000,-0.093890914
2775,888.000000,-0.090180601
2776,888.320000,-0.090180601
2777,888.640000,-0.090180601
2778,888.960000,-0.086470288
2779,889.280000,-0.082759974
2780,889.600000,-0.079049661
2781,889.920000,-0.079049661
2782,890.240000,-0.086470288
2783,890.560000,-0.093890914
2784,890.880000,-0.090180601
2785,891.200000,-0.086470288
2786,891.520000,-0.082759974
2787,891.840000,-0.082759974
2788,892.160000,-0.086470288
2789,892.480000,-0.090180601
2790,892.800000,-0.086470288
2791,893.120000,-0.090180601
2792,893.440000,-0.090180601
2793,893.760000,-0.090180601
2794,894.080000,-0.086470288
2795,894.400000,-0.086470288
2796,894.720000,-0.090180601
2797,895.040000,-0.086470288
2798,895.360000,-0.090180601
2799,895.680000,-0.082759974
2800,896.000000,-0.086470288
2801,896.320000,-0.082759974
2802,896.640000,-0.079049661
2803,896.960000,-0.079049661
2804,897.280000,-0.079049661
2805,897.600000,-0.079049661
2806,897.920000,-0.079049661
2807,898.240000,-0.082759974
2808,898.560000,-0.082759974
2809,898.880000,-0.082759974
2810,899.200000,-0.082759974
2811,899.520000,-0.086470288
2812,899.840000,-0.082759974
2813,900.160000,-0.082759974
2814,900.480000,-0.082759974
2815,900.800000,-0.079049661
2816,901.120000,-0.082759974
2817,901.440000,-0.082759974
2818,901.760000,-0.082759974
2819,902.080000,-0.079049661
2820,902.400000,-0.079049661
2821,902.720000,-0.082759974
2822,903.040000,-0.086470288
2823,903.360000,-0.086470288
2824,903.680000,-0.082759974
2825,904.000000,-0.079049661
2826,904.320000,-0.075339348
2827,904.640000,-0.079049661
2828,904.960000,-0.082759974
2829,905.280000,-0.079049661
2830,905.600000,-0.086470288
2831,905.920000,-0.082759974
2832,906.240000,-0.082759974
2833,906.560000,-0.079049661
2834,906.880000,-0.082759974
2835,907.200000,-0.082759974
2836,907.520000,-0.086470288
2837,907.840000,-0.075339348
2838,908.160000,-0.071629035
2839,908.480000,-0.067918721
2840,908.800000,-0.067918721
2841,909.120000,-0.067918721
2842,909.440000,-0.075339348
2843,909.760000,-0.075339348
2844,910.080000,-0.075339348
2845,910.400000,-0.071629035
2846,910.720000,-0.071629035
2847,911.040000,-0.071629035
2848,911.360000,-0.071629035
2849,911.680000,-0.071629035
2850,912.000000,-0.067918721
2851,912.320000,-0.071629035
2852,912.640000,-0.067918721
2853,912.960000,-0.071629035
2854,913.280000,-0.071629035
2855,913.600000,-0.067918721
2856,913.920000,-0.067918721
2857,914.240000,-0.067918721
2858,914.560000,-0.075339348
2859,914.880000,-0.079049661
2860,915.200000,-0.079049661
2861,915.520000,-0.079049661
2862,915.840000,-0.075339348
2863,916.160000,-0.071629035
2864,916.480000,-0.075339348
2865,916.800000,-0.067918721
2866,917.120000,-0.067918721
2867,917.440000,-0.067918721
2868,917.760000,-0.067918721
2869,918.080000,-0.064208408
2870,918.400000,-0.060498095
2871,918.720000,-0.060498095
2872,919.040000,-0.060498095
2873,919.360000,-0.064208408
2874,919.680000,-0.064208408
2875,920.000000,-0.064208408
2876,920.320000,-0.064208408
2877,920.640000,-0.067918721
2878,920.960000,-0.064208408
2879,921.280000,-0.064208408
2880,921.600000,-0.071629035
2881,921.920000,-0.067918721
2882,922.240000,-0.071629035
2883,922.560000,-0.067918721
2884,922.880000,-0.071629035
2885,923.200000,-0.067918721
2886,923.520000,-0.067918721
2887,923.840000,-0.067918721
2888,924.160000,-0.067918721
2889,924.480000,-0.067918721
2890,924.800000,-0.067918721
2891,925.120000,-0.064208408
2892,925.440000,-0.064208408
2893,925.760000,-0.064208408
2894,926.080000,-0.064208408
2895,926.400000,-0.064208408
2896,926.720000,-0.060498095
2897,927.040000,-0.067918721
2898,927.360000,-0.067918721
2899,927.680000,-0.064208408
2900,928.000000,-0.067918721
2901,928.320000,-0.060498095
2902,928.640000,-0.060498095
2903,928.960000,-0.060498095
2904,929.280000,-0.056787782
2905,929.600000,-0.060498095
2906,929.920000,-0.060498095
2907,930.240000,-0.060498095
2908,930.560000,-0.060498095
2909,930.880000,-0.060498095
2910,931.200000,-0.064208408
2911,931.520000,-0.067918721
2912,931.840000,-0.064208408
2913,932.160000,-0.064208408
2914,932.480000,-0.056787782
2915,932.800000,-0.060498095
2916,933.120000,-0.056787782
2917,933.440000,-0.060498095
2918,933.760000,-0.053077469
2919,934.080000,-0.060498095
2920,934.400000,-0.060498095
2921,934.720000,-0.060498095
2922,935.040000,-0.060498095
2923,935.360000,-0.060498095
2924,935.680000,-0.060498095
2925,936.000000,-0.060498095
2926,936.320000,-0.064208408
2927,936.640000,-0.056787782
2928,936.960000,-0.056787782
2929,937.280000,-0.056787782
2930,937.600000,-0.056787782
2931,937.920000,-0.056787782
2932,938.240000,-0.053077469
2933,938.560000,-0.053077469
2934,938.880000,-0.056787782
2935,939.200000,-0.053077469
2936,939.520000,-0.060498095
2937,939.840000,-0.056787782
2938,940.160000,-0.060498095
2939,940.480000,-0.053077469
2940,940.800000,-0.056787782
2941,941.120000,-0.053077469
2942,941.440000,-0.053077469
2943,941.760000,-0.053077469
2944,942.080000,-0.053077469
2945,942.400000,-0.053077469
2946,942.720000,-0.056787782
2947,943.040000,-0.056787782
2948,943.360000,-0.056787782
2949,943.680000,-0.060498095
2950,944.000000,-0.060498095
2951,944.320000,-0.060498095
2952,944.640000,-0.060498095
2953,944.960000,-0.060498095
2954,945.280000,-0.056787782
2955,945.600000,-0.056787782
2956,945.920000,-0.053077469
2957,946.240000,-0.049367155
2958,946.560000,-0.053077469
2959,946.880000,-0.056787782
2960,947.200000,-0.053077469
2961,947.520000,-0.060498095
2962,947.840000,-0.060498095
2963,948.160000,-0.053077469
2964,948.480000,-0.056787782
2965,948.800000,-0.049367155
2966,949.120000,-0.053077469
2967,949.440000,-0.045656842
2968,949.760000,-0.045656842
2969,950.080000,-0.045656842
2970,950.400000,-0.045656842
2971,950.720000,-0.053077469
2972,951.040000,-0.053077469
2973,951.360000,-0.049367155
2974,951.680000,-0.053077469
2975,952.000000,-0.056787782
2976,952.320000,-0.053077469
2977,952.640000,-0.049367155
2978,952.960000,-0.053077469
2979,953.280000,-0.053077469
2980,953.600000,-0.056787782
2981,953.920000,-0.056787782
2982,954.240000,-0.060498095
2983,954.560000,-0.056787782
2984,954.880000,-0.053077469
2985,955.200000,-0.060498095
2986,955.520000,-0.056787782
2987,955.840000,-0.053077469
2988,956.160000,-0.053077469
2989,956.480000,-0.053077469
2990,956.800000,-0.056787782
2991,957.120000,-0.056787782
2992,957.440000,-0.053077469
2993,957.760000,-0.060498095
2994,958.080000,-0.056787782
2995,958.400000,-0.053077469
2996,958.720000,-0.053077469
2997,959.040000,-0.053077469
2998,959.360000,-0.053077469
2999,959.680000,-0.053077469
3000,960.000000,-0.060498095
3001,960.320000,-0.053077469
3002,960.640000,-0.056787782
3003,960.960000,-0.056787782
3004,961.280000,-0.056787782
3005,961.600000,-0.056787782
3006,961.920000,-0.056787782
3007,962.240000,-0.053077469
3008,962.560000,-0.053077469
3009,962.880000,-0.056787782
3010,963.200000,-0.056787782
3011,963.520000,-0.060498095
3012,963.840000,-0.060498095
3013,964.160000,1.008072112
3014,964.480000,3.308466308
3015,964.800000,3.330728187
3016,965.120000,3.341859127
3017,965.440000,3.345569440
3018,965.760000,3.349279753
3019,966.080000,3.349279753
3020,966.400000,3.345569440
3021,966.720000,3.345569440
3022,967.040000,3.341859127
3023,967.360000,3.345569440
3024,967.680000,3.345569440
3025,968.000000,3.341859127
3026,968.320000,3.349279753
3027,968.640000,3.345569440
3028,968.960000,3.338148813
3029,969.280000,3.341859127
3030,969.600000,3.341859127
3031,969.920000,3.338148813
3032,970.240000,3.338148813
3033,970.560000,3.338148813
3034,970.880000,3.338148813
3035,971.200000,3.341859127
3036,971.520000,3.338148813
3037,971.840000,3.338148813
3038,972.160000,3.341859127
3039,972.480000,3.341859127
3040,972.800000,3.338148813
3041,973.120000,3.334438500
3042,973.440000,3.334438500
3043,973.760000,3.341859127
3044,974.080000,3.341859127
3045,974.400000,3.345569440
3046,974.720000,3.341859127
3047,975.040000,3.341859127
3048,975.360000,3.338148813
3049,975.680000,3.345569440
3050,976.000000,3.341859127
3051,976.320000,3.341859127
3052,976.640000,3.345569440
3053,976.960000,3.349279753
3054,977.280000,3.349279753
3055,977.600000,3.345569440
3056,977.920000,3.345569440
3057,978.240000,3.349279753
3058,978.560000,3.345569440
3059,978.880000,3.349279753
3060,979.200000,3.345569440
3061,979.520000,3.345569440
3062,979.840000,3.341859127
3063,980.160000,3.345569440
3064,980.480000,3.345569440
3065,980.800000,3.345569440
3066,981.120000,3.349279753
3067,981.440000,3.349279753
3068,981.760000,3.356700379
3069,982.080000,3.352990066
3070,982.400000,3.349279753
3071,982.720000,3.352990066
3072,983.040000,3.349279753
3073,983.360000,3.345569440
3074,983.680000,3.345569440
3075,984.000000,3.349279753
3076,984.320000,3.349279753
3077,984.640000,3.349279753
3078,984.960000,3.349279753
3079,985.280000,3.349279753
3080,985.600000,3.349279753
3081,985.920000,3.349279753
3082,986.240000,3.349279753
3083,986.560000,3.352990066
3084,986.880000,3.349279753
3085,987.200000,3.349279753
3086,987.520000,3.349279753
3087,987.840000,3.349279753
3088,988.160000,3.349279753
3089,988.480000,3.349279753
3090,988.800000,3.345569440
3091,989.120000,3.345569440
3092,989.440000,3.345569440
3093,989.760000,3.345569440
3094,990.080000,3.349279753
3095,990.400000,3.349279753
3096,990.720000,3.349279753
3097,991.040000,3.349279753
3098,991.360000,3.349279753
3099,991.680000,3.349279753
3100,992.000000,3.352990066
3101,992.320000,3.349279753
3102,992.640000,3.352990066
3103,992.960000,3.349279753
3104,993.280000,3.349279753
3105,993.600000,3.341859127
3106,993.920000,3.345569440
3107,994.240000,3.341859127
3108,994.560000,3.345569440
3109,994.880000,3.341859127
3110,995.200000,3.345569440
3111,995.520000,3.349279753
3112,995.840000,3.349279753
3113,996.160000,3.345569440
3114,996.480000,3.341859127
3115,996.800000,3.341859127
3116,997.120000,3.341859127
3117,997.440000,3.345569440
3118,997.760000,3.345569440
3119,998.080000,3.345569440
3120,998.400000,3.352990066
3121,998.720000,3.345569440
3122,999.040000,3.345569440
3123,999.360000,3.338148813
3124,999.680000,3.338148813
3125,1000.000000,3.338148813
3126,1000.320000,3.334438500
3127,1000.640000,3.334438500
3128,1000.960000,3.334438500
3129,1001.280000,3.330728187
3130,1001.600000,3.334438500
3131,1001.920000,3.334438500
3132,1002.240000,3.330728187
3133,1002.560000,3.334438500
3134,1002.880000,3.338148813
3135,1003.200000,3.338148813
3136,1003.520000,3.338148813
3137,1003.840000,3.334438500
3138,1004.160000,3.341859127
3139,1004.480000,3.338148813
3140,1004.800000,3.338148813
3141,1005.120000,3.338148813
3142,1005.440000,3.338148813
3143,1005.760000,3.338148813
3144,1006.080000,3.338148813
3145,1006.400000,3.334438500
3146,1006.720000,3.338148813
3147,1007.040000,3.334438500
3148,1007.360000,3.330728187
3149,1007.680000,3.334438500
3150,1008.000000,3.334438500
3151,1008.320000,3.334438500
3152,1008.640000,3.334438500
3153,1008.960000,3.334438500
3154,1009.280000,3.334438500
3155,1009.600000,3.334438500
3156,1009.920000,3.341859127
3157,1010.240000,3.334438500
3158,1010.560000,3.334438500
3159,1010.880000,3.334438500
3160,1011.200000,3.330728187
3161,1011.520000,3.330728187
3162,1011.840000,3.330728187
3163,1012.160000,3.330728187
3164,1012.480000,3.334438500
3165,1012.800000,3.330728187
3166,1013.120000,3.330728187
3167,1013.440000,3.330728187
3168,1013.760000,3.327017874
3169,1014.080000,3.334438500
3170,1014.400000,3.330728187
3171,1014.720000,3.327017874
3172,1015.040000,3.330728187
3173,1015.360000,3.330728187
3174,1015.680000,3.330728187
3175,1016.000000,3.330728187
3176,1016.320000,3.327017874
3177,1016.640000,3.327017874
3178,1016.960000,3.330728187
3179,1017.280000,3.330728187
3180,1017.600000,3.330728187
3181,1017.920000,3.327017874
3182,1018.240000,3.330728187
3183,1018.560000,3.327017874
